KEGGid,SMILES_by_ChEBI
C02186,OC(=O)[C@H]([*])NC(=O)[C@@H]1CCCN1
C02188,None
C02189,OC[C@H](NC([*])=O)C(=O)N[*]
C02191,Cc1c(CCC(O)=O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5C=C)c(C)c4C=C)c(C)c3CCC(O)=O
C02193,CC(=NO)C(O)=O
C02195,OS(=O)(=O)OC1CCC2C(CCC3C4CCCC4CCC23)C1
C02196,[*]N([*])[*]
C02197,[H][C@@]12CCC3=CC(=O)C=C[C@]3(C)[C@@]1([H])CC[C@]1(C)OC(=O)CC[C@@]21[H]
C02198,CCCCC[C@H](O)\C=C\[C@H]1O[C@H]2C[C@H](O2)[C@@H]1C\C=C/CCCC(O)=O
C02199,C[C@@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@H](O)[C@H]1O
C02200,N[C@H]1[C@@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)O[C@H](CO)[C@@H](O)[C@@H]1O
C02201,COc1ccc(C=O)cc1OC
C02202,O=C(N[C@@H](C[N+]#[N-])Cc1ccccc1)[C@H](Cc1ccccc1)NCc1ccccc1
C02203,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)OCc1ccccc1)C(=O)NO
C02204,O[C@@H]1CO[C@H](O)[C@@H](O)[C@H]1O
C02205,O[C@@H]1CO[C@H](O)[C@H](O)[C@H]1O
C02206,[H][C@@]12CC[C@@]3(C)C=CC(=O)C(C)=C3[C@@]1([H])OC(=O)[C@H]2C
C02207,CC(NCCC(O)=O)C(O)=O
C02209,OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
C02210,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)[C@@H](C)O)[C@@H](C)O)C(C)C)[C@@H](C)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(O)=O
C02211,None
C02213,[H][C@]12C[C@]1(C[C@@H](O)C2=C)C(C)C
C02214,[O-]C(=O)C\C=C\C([O-])=O
C02216,Cn1cnc2ncnc2c1N
C02217,[H]C(=O)CCCCCCCCC(O)=O
C02218,NC(=C)C(O)=O
C02220,N\C(=C/C=C/C(O)=O)C(O)=O
C02221,N#Cc1ccccn1
C02222,[O-]C(=O)CC(=O)\C=C/C([O-])=O
C02223,[H]C(=O)C(C)CC
C02224,CC(O)C[N+](C)(C)C
C02225,CC(C([O-])=O)C(O)(CC([O-])=O)C([O-])=O
C02226,C\C(=C\C([O-])=O)C([O-])=O
C02227,Nc1ccc2ccccc2c1
C02230,None
C02231,OC(=O)\C=C\[N+]([O-])=O
C02232,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCC(O)=O
C02233,CCC(=O)CC(O)=O
C02234,None
C02235,C1(=CC=C(C=C1O)[N+]([O-])=O)O
C02236,OC(=O)c1ccc(cc1)S(O)(=O)=O
C02237,OC(=O)[C@H]1CCC(=O)N1
C02240,O=C1CCCCO1
C02241,Cn1cnc2ncnc(N)c12
C02242,None
C02243,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c1N=CNCC2=O
C02244,NC([*])=O
C02245,*SO
C02246,None
C02247,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccccc1N
C02248,None
C02249,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12
C02252,ON[*]
C02253,NC(=N)NCCCCNC(=O)c1ccccc1
C02255,Nc1ccn([C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H](O)COC([*])=O)[C@@H](O)[C@H]2O)c(=O)n1
C02256,[H][C@]12[C@@H](O)CCN1C[C@H](O)[C@@H](O)[C@@H]2O
C02257,None
C02261,CC[C@@H](N)C(O)=O
C02262,N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O
C02264,None
C02265,N[C@H](Cc1ccccc1)C(O)=O
C02266,O[C@@H]1COC(=O)[C@H](O)[C@H]1O
C02267,None
C02269,OC[C@H]1O[C@@H]([*])C[C@@H]1O
C02270,None
C02271,[H]C([H])(Cl)Cl
C02272,CCSCC
C02273,None
C02274,O=C1CCc2ccccc2O1
C02277,CCCCCCCCCCCCO
C02278,CCCCCCCCCCCC=O
C02280,Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
C02282,None
C02283,[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C([O-])=O
C02284,[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](O[C@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)C(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O
C02287,OC(C(O)=O)C(O)=O
C02288,None
C02289,[H][C@]1(CCC(C)=CC1=O)C(C)=C
C02290,C[N+](C)(C)C[C@H](O)CC(N)=O
C02291,N[C@@H](CCSC[C@H](N)C(O)=O)C(O)=O
C02293,[H]C(=O)O\C=C(/C)CCC1=C(C)CCCC1(C)C
C02294,CNC(N)=N
C02295,CC(C(O)=O)C(=C)C(O)=O
C02297,None
C02298,CC(=O)n1cc(O)c2ccccc12
C02299,CNc1ccccc1
C02301,C[N+](C)(C)C[C@@H](CC([O-])=O)OC([*])=O
C02303,None
C02304,NNc1ccccc1
C02305,CN(CC(O)=O)C(=N)NP(O)(O)=O
C02306,NP(O)(O)=O
C02307,None
C02308,None
C02311,N[*]N
C02314,[C@@H]1(/C=C/[C@@H](O)CCCCC)[C@H]([C@@H](C[C@H]1O)O)C/C=C\CCCC(O)=O
C02315,None
C02318,None
C02319,OCC(=O)C(O)[*]
C02320,OC([C@H](CCC(N[C@H](C(NCC(O)=O)=O)CS*)=O)N)=O
C02321,None
C02323,OCc1ccccc1O
C02324,[H]N([*])[*]
C02325,COc1cc(cc(OC)c1O)\C=C\CO
C02327,OC[C@H]1O[C@@H](S[*])[C@H](O)[C@@H](O)[C@H]1O
C02328,[Na+].Cc1ccc(cc1)C(=O)c1ccc(CC([O-])=O)n1C
C02330,O1[C@H](OP(OP(=O)(OC[C@H]2O[C@@H](N3C=CC(NC3=O)=O)[C@@H]([C@@H]2O)O)O)(=O)O)[C@H](O)[C@@H](O)[C@H](O)[C@@H]1C(O)=O
C02331,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC=C
C02332,None
C02333,CC(O)C(=O)C1=Nc2c(NC1)[nH]c(=O)[nH]c2=O
C02334,Cc1cc(=O)oc2cc(NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)OCc3ccccc3)ccc12
C02335,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCN
C02336,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O
C02337,None
C02338,C[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O
C02339,None
C02341,[O-]C(=O)C\C(=C/C([O-])=O)C([O-])=O
C02342,None
C02343,C[C@@H](N)[C@@H](O)c1ccccc1
C02344,CC1(C)[C@@H]2CC[C@@](C)(C2)[C@@H]1O
C02345,OC1C[C@H](Oc2ccccc12)c1ccccc1
C02347,None
C02348,NC(=O)N[C@@H]1NC(=O)NC1=O
C02350,NC(=O)N[C@H]1NC(=O)NC1=O
C02351,O=C1C=CC=CC1=O
C02352,None
C02353,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@H]2OP(O)(=O)O[C@@H]12
C02354,Nc1ccn([C@@H]2O[C@H](CO)[C@H]3OP(O)(=O)O[C@@H]23)c(=O)n1
C02355,OC[C@H]1O[C@H]([C@@H]2OP(O)(=O)O[C@H]12)n1ccc(=O)[nH]c1=O
C02356,CC[C@H](N)C([O-])=O
C02357,OC(=O)c1ccccc1Cl
C02359,OC(=O)c1ccccc1F
C02360,OC(CCCC(O)=O)C(O)=O
C02362,NC(=O)CC(=O)C(O)=O
C02363,CCOc1cccc(c1)C(O)=O
C02364,OC(=O)c1cccc(F)c1
C02366,C1=2C(C(C)C(N1)=O)=CC=CC2
C02367,CCCCCCCCCC(=O)CC([O-])=O
C02370,[O-]C(=O)c1ccc(Cl)cc1
C02371,[O-]C(=O)c1ccc(F)cc1
C02372,Nc1ccc(O)cc1
C02373,C(C(C)C)CC=O
C02374,None
C02375,Oc1ccc(Cl)cc1O
C02376,Cc1c[nH]c(=O)nc1N
C02377,None
C02378,NCCCCCC(O)=O
C02379,[H][C@@]1(C)Cc2cc(O)cc(O)c2C(=O)O1
C02380,Sc1ncnc2nc[nH]c12
C02381,COc1cc(O)c2C(=O)O[C@H](C)Cc2c1
C02385,NC(CCCNC(N)=N)C(O)=O
C02389,[O]c1ccc(O)cc1
C02390,C\[N+]([O-])=N\CO
C02391,[*]C(=O)O[*]
C02394,OC\C=C\c1ccccc1
C02395,O=C1CCCC=C1
C02399,None
C02400,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](O)[C@H]1O
C02401,None
C02403,[O-]C([*])=O
C02404,None
C02405,[H]C(=O)OP(O)(O)=O
C02410,None
C02411,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)\C=C\CC(O)=O
C02412,None
C02413,CCCCCCC(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
C02415,NCCCC[C@H](NC([*])=O)C(=O)N[*]
C02419,NC(=N)NCCS(O)=O
C02420,C(C#N)(C)C
C02421,NC(=O)c1ccncc1
C02424,N[C@@H](CCCNC(N)=N)C(=O)O[*]
C02426,[H]C(=O)[C@@H](O)CO
C02427,N[C@@H](CCCCNC(N)=O)C(O)=O
C02429,None
C02430,None
C02431,C[C@H](O)[C@@H]1OC(O)[C@H](O)[C@@H]1O
C02434,[*]COC([*])=O
C02436,None
C02440,None
C02441,CCN1C(=O)C=CC1=O
C02442,CNCCc1ccc(O)cc1
C02444,N[C@@H](CCCCNC([*])=O)C(O)=O
C02445,CCCC(=O)CC(=O)CCC
C02446,OCC(=O)CO[*]
C02447,None
C02451,[H]C(CC)=CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12
C02452,CC(=C)[C@H]1CCC(CO)=CC1
C02453,None
C02454,Nc1cccc(N)c1
C02455,CC(N)c1ccccc1
C02456,None
C02457,OCCCO
C02461,SC[C@H](NC([*])=O)C(=O)N[C@@H](CS)C(=O)N[*]
C02462,CC(C)C12CCC(C)(O)C1C2
C02463,C[C@]1(CC(O)=O)[C@H](CCC(O)=O)\C2=C\c3[nH]c(Cc4[nH]c(\C=C5/N=C(/C=C1\N2)[C@@H](CCC(O)=O)[C@]5(C)CC(O)=O)c(CC(O)=O)c4CCC(O)=O)c(CCC(O)=O)c3CC(O)=O
C02465,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(O)=O
C02466,None
C02467,N[C@H]1[C@@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)O[C@H](CO)[C@H](O)[C@@H]1O
C02469,OC(=O)CCc1c(CC(O)=O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCC(O)=O)c5CC(O)=O)c(CCC(O)=O)c4CC(O)=O)c(CCC(O)=O)c3CC(O)=O
C02470,Oc1cccc2c(O)cc(nc12)C([O-])=O
C02471,None
C02472,C[C@H]1O[C@H](O[*])[C@H](O)[C@@H](O)[C@H]1O
C02473,O[C@@H]1CO[C@H](O[*])[C@@H](O)[C@H]1O
C02474,None
C02475,C[C@@H]1O[C@@H](O[*])[C@@H](O)[C@H](O)[C@@H]1O
C02476,C[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O
C02477,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2c(C)c(O)c(C)c(C)c2O1
C02478,None
C02479,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O
C02480,OC(=O)\C=C/C=C\C(O)=O
C02483,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2cc(O)c(C)c(C)c2O1
C02484,C[C@@H]1CCC([C@@H](O)C1)=C(C)C
C02485,[H][C@@]1(CCC(C)=CC1=O)C(C)=C
C02486,CC(C)[C@H](N)CC(O)=O
C02487,C[C@@H](NC(=O)[C@H](CCCCNC(C)=O)NC(C)=O)C(O)=O
C02488,CC[C@@](O)(CC(O)=O)C(O)=O
C02489,O[C@H]([*])C(O)=O
C02490,None
C02492,None
C02493,None
C02494,Cn1cnc2n(cnc2c1=N)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
C02495,Oc1ccc(c(O)c1)-c1coc2cc(O)ccc2c1=O
C02496,Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O
C02497,OCC#CCO
C02498,CCCCC(CC)CO
C02499,Oc1ccccc1-c1ccccc1
C02501,OC(=O)\C=C/C=C(/O)C(O)=O
C02502,Oc1ccccn1
C02504,C(C(=O)O)[C@](C(=O)O)(O)C(C)C
C02505,NC(=O)Cc1ccccc1
C02506,None
C02507,None
C02508,[C@@H]1(O[C@H]([C@@H]([C@@H]1OP(O)(=O)O)O)*)CO
C02509,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OCC(O)C(O)=O)[C@@H](O)[C@H]1O
C02512,N[C@@H](CC#N)C(O)=O
C02513,[H][C@@]1(CC[C@@]2(O)C3=CC(=O)[C@]4([H])CC(=O)[C@@H](O)C[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)[C@H](O)CCC(C)(C)O
C02514,[O-]C(=O)\C=C\C(=O)CC(=O)C([O-])=O
C02515,IC1=CC(C[C@@H](C(O)=O)N)=CC=C1O
C02517,CN1C(=O)[N+](=O)C(=O)C(C)(C1=O)C1=CCCCC1
C02518,Nc1ccc(C(O)=O)c(O)c1
C02519,COc1ccc(cc1)C(O)=O
C02520,O[C@H]1[C@H]([*])O[C@H](COP(O)(O)=O)[C@H]1O
C02521,None
C02522,[H][C@](C)(O)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O
C02525,O*
C02526,C=1(C=CC=CC1)C=2C(=C(C=CC2)O)O
C02527,CCCC(=O)OP(O)(O)=O
C02528,[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])CC[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CCC(O)=O
C02530,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC([*])=O)[C@H](C)CCCC(C)C
C02532,N[C@H](COP(O)(O)=O)C(O)=O
C02533,CC(=O)\C=C\[C@@]1(O)C(C)=CC(=O)CC1(C)C
C02534,None
C02535,C[Se]C
C02536,None
C02537,[H][C@]12CC[C@]3(C)[C@H](O)CC[C@@]3([H])[C@]1([H])CCc1cc(O)ccc21
C02538,[H][C@]12CC[C@]3(C)C(=O)CC[C@@]3([H])[C@]1([H])CCc1cc(OS(O)(=O)=O)ccc21
C02539,[Ca++].CC(C([O-])=O)c1cccc(Oc2ccccc2)c1.CC(C([O-])=O)c1cccc(Oc2ccccc2)c1
C02543,OCC(=O)COS(O)(=O)=O
C02545,None
C02546,NCC(=O)N[C@@H]([*])C(O)=O
C02548,None
C02549,CC(C)(O)CCc1c(O)cc(O)c2C(=O)C(COc12)c1ccc(O)cc1O
C02553,None
C02554,None
C02555,Oc1ccc(cc1)-c1cn2c(OS(O)(=O)=O)c(Cc3ccccc3)nc2c(Cc2ccccc2)n1
C02557,CC(C(O)=O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12
C02560,CC(=O)n1ccnc1
C02562,NC(=N)NCCC[C@H](NC([*])=O)C(O)=O
C02564,COc1cc(\C=C\C(=O)NCC(O)=O)ccc1O
C02565,CN1CC(=O)NC1=O
C02567,CC(=O)NCCCNCCCCNCCCN
C02569,CC(C)=CCC\C(C)=C/COP(O)(=O)OP(O)(O)=O
C02571,CC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C
C02572,COc1cc(ccc1O)\C=C\C(=O)O[C@H]1[C@H](O)C[C@@](O)(C[C@H]1O)C(O)=O
C02574,[H][C@@]1(C[C@H](O)NC(=N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CO)NC(=O)[C@H](COP(O)(O)=O)NC(=O)[C@H](CNC1=O)NC(=O)C[C@@H](N)CCCN)=C\NC(N)=O
C02575,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
C02576,[H]C(=O)C1=CCC(CC1)C(C)=C
C02577,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)COc1ccccc1
C02578,OC[C@H]1O[C@@H](Oc2ccccc2)[C@H](O)[C@@H](O)[C@H]1O
C02579,None
C02581,CCC(=O)NCCCCNC(N)=N
C02582,None
C02583,None
C02587,None
C02588,CCCCCCCCCCCCCCCC(=O)OC\C=C(C)\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C
C02589,N[C@@H](CCC(=O)N[C@@H](CSC([*])=O)C(=O)NCC(O)=O)C(O)=O
C02590,None
C02591,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
C02592,C[C@H](CCC(=O)NCCS(O)(=O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
C02593,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12
C02595,OC(=O)Cc1cccs1
C02596,Cc1ccccc1CC#N
C02601,None
C02603,OC[C@@H]1[C@H]([C@@H]([C@H](O)[C@H](O1)O*)O)O
C02604,O[C@H]1CO[C@@H](O)[C@H](O)[C@H]1O
C02605,C[C@@H]1O[C@H](O[*])[C@H](O)[C@H](O)[C@H]1O
C02607,None
C02611,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)\C=C\C=C\c1ccc2OCOc2c1
C02612,C[C@@](O)(CC(O)=O)C(O)=O
C02614,C[C@](O)(CC(O)=O)C(O)=O
C02615,O[C@H](C#N)c1ccccc1
C02616,None
C02617,O=C1C=CC(=O)c2ccccc12
C02621,[H][C@]12CCCC(=O)N1C[C@H]1C[C@@H]2CN2CC[C@H](O)C[C@]12[H]
C02623,NC([*])([*])C(O)=O
C02625,Oc1ccc(Cl)cc1Cl
C02627,N[C@H]1C[C@@H](N)[C@H](O)[C@@H](O)[C@@H]1O
C02628,NC(=N)N[C@@H]1C[C@H](NC(N)=N)[C@@H](O)[C@H](O)[C@H]1O
C02630,OC(CCC(O)=O)C(O)=O
C02631,CC(C)C(\C(O)=O)=C\C(O)=O
C02632,CC(C)C(O)=O
C02633,[H][C@]12CC[C@]3(C)[C@]([H])(CC[C@@]3(O)C1=CC(=O)[C@]1([H])C[C@@H](O)[C@@H](O)C[C@]21C)[C@@](C)(O)[C@H](O)CCC(C)(C)O
C02634,N[C@H](CCl)C(O)=O
C02635,C(O)([C@@H](N)CCl)=O
C02636,C[N+](C)(C)CC(=O)CC(O)=O
C02637,O[C@@H]1CC(=CC(=O)[C@H]1O)C(O)=O
C02638,None
C02639,COc1ccccc(=O)c1O
C02640,CC(C)CCN
C02642,NC(=O)NCCC(O)=O
C02645,CCCCC\C=C/C\C=C/C=C/C=C/C[C@H]1O[C@@H]1CCC(O)=O
C02646,OC\C=C\c1ccc(O)cc1
C02647,[H]C(=O)CCCNC(N)=N
C02648,[H]C(=O)C#CCO
C02652,None
C02654,Nc1nc(=O)n(cc1[*])[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1
C02655,CC(=O)OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
C02656,OC(=O)CCCCCC(O)=O
C02657,Cc1cccc(O)c1C([O-])=O
C02658,[H]C(C)=NO
C02659,CC(C)(O)C#N
C02660,N#CSCc1ccccc1
C02661,ClCBr
C02666,COc1cc(\C=C\C=O)ccc1O
C02669,OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@H]1O
C02670,[H][C@@]1(OC(=O)[C@@H](O)[C@H]1O)[C@@H](O)C=O
C02671,None
C02672,None
C02673,[C@@]123[C@@](N(C4=C1C=CC(=C4)OC)C)([C@](C[C@]5([C@@]2(N(CC=C5)CC3)[H])CC)(C(=O)OC)O)[H]
C02674,OC[C@H]1OC(=O)C[C@@H]1O
C02675,COc1ccc(cc1)C1COc2cc(O)cc(O)c2C1=O
C02677,C[Te]C
C02678,OC(=O)CCCCCCCCCCC(O)=O
C02679,C(CCCCCCCC)CCC([O-])=O
C02681,[H][C@@]12C[C@@H](OC(=O)CCCCCCCCCCCCCCC)[C@@H](O)C[C@]1(C)C1CC[C@]3(C)[C@H](CC[C@@]3(O)C1=CC2=O)[C@H](C)[C@H](O)CCC(C)(C)O
C02682,None
C02683,None
C02684,None
C02685,None
C02686,C(=C/CCCCCCCCCCCCC)\[C@@H](O)[C@@H](NC(=O)*)CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O
C02687,None
C02691,Cc1ncc(C[n+]2ccccc2)c(N)n1
C02692,OC[C@H]1OC(=O)C(O)C(O)C1O
C02693,NC(=O)Cc1c[nH]c2ccccc12
C02695,None
C02699,None
C02700,C1=CC=C(C(C(C[C@@H](C(=O)O)N)=O)=C1)NC(=O)[H]
C02702,None
C02703,N[C@@H](COS(O)(=O)=O)C(O)=O
C02704,COS(O)(=O)=O
C02705,None
C02706,None
C02707,None
C02709,None
C02710,[C@@H](CC(C)C)(NC(=O)C)C(O)=O
C02711,CC(=O)NC1C(O)OC(CO)C(O)C1O
C02712,CSCC[C@H](NC(C)=O)C(O)=O
C02713,C[C@@H](O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1NC(C)=O)C(O)=O
C02714,CC(=O)NCCCCN
C02715,OC(=O)C[C@H](NC([*])=O)C(O)=O
C02716,None
C02717,COc1cc(\C=C\C(=O)NCCc2ccc(O)cc2)ccc1O
C02718,OC(=O)CNC=N
C02720,ONc1ccccc1
C02721,CN[C@@H](C)C(O)=O
C02722,CCCCCC(=O)NC
C02723,CNCCCCN
C02724,C[n+]1ccccc1
C02725,None
C02726,NC(=N)NCCCCNP(O)(O)=O
C02727,CC(=O)NCCCC[C@H](N)C(O)=O
C02728,CNCCCC[C@H](N)C(O)=O
C02729,None
C02730,OC(=O)CCC(=O)c1ccccc1C(O)=O
C02732,None
C02734,OP(O)(=O)Oc1ccccc1
C02735,NCC(O)c1ccccc1
C02736,None
C02737,C(C(COP(=O)(OC[C@@H](C(=O)O)N)O)OC(=O)*)OC(=O)*
C02739,O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)n1cnc2c1ncn([C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O)c2=N
C02740,[H][C@@]1(CSC(=N1)c1nc2ccc(O)cc2s1)C(O)=O
C02741,O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)n1cnc2c1ncn([C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O)c2=N
C02743,None
C02744,CCCCCCCCCCCCC\C=C\[C@@H](O)[C@@H](N)CO[C@@H]1O[C@H](COS(O)(=O)=O)[C@H](O)[C@H](O)[C@H]1O
C02745,None
C02749,N[C@@H](CS[*])C(O)=O
C02750,COc1cc(cc(OC)c1O)\C=C\C(=O)OC(C(O)=O)C(O)=O
C02752,Cc1cc(O)cc(=O)o1
C02753,None
C02755,None
C02756,None
C02757,C[C@@H]1O[C@@H](O[*])[C@H](O)[C@H](O)[C@H]1O
C02758,None
C02759,CC1(C)C2CC3OC3(C)C1C2
C02761,None
C02762,None
C02763,OC(=Cc1ccccc1)C([O-])=O
C02764,None
C02765,CN[C@@H](C)[C@@H](O)c1ccccc1
C02766,NC(=O)N[C@H](O)C(O)=O
C02768,None
C02771,[H][C@@]12CC[C@@]3(C)CCC(=O)C(C)=C3[C@@]1([H])OC(=O)[C@H]2C
C02773,None
C02774,OCCCCCCCCCC(O)=O
