KEGGid,SMILES_by_ChEBI,SMILES_by_CAS
C15695,[H][C@@]12NC(=O)[C@H](NC(=O)[C@@H](Cc3c[nH]c4cc(ccc34)-c3cc1cc(Oc1ccc(C[C@H](N(C)C(=O)[C@H](NC2=O)c2cc(Cl)c(O)c(Cl)c2)C(=O)N[C@@H](C(O)=O)c2ccc(O)cc2)cc1)c3O)NC(=O)C(=O)c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,CN1[C@@H](Cc2ccc(Oc3cc4cc(c3O)c5ccc6c(C[C@@H](NC(=O)C(=O)c7cc(Cl)c(O)c(Cl)c7)C(=O)N[C@@H](C(=O)N[C@H]4C(=O)N[C@@H](C1=O)c8cc(Cl)c(O)c(Cl)c8)c9cc(Cl)c(O)c(Cl)c9)c[nH]c6c5)cc2)C(=O)N[C@@H](C(O)=O)c%10ccc(O)cc%10
C15696,CO[C@@H](\C=C\c1csc(n1)C1CSC(=N1)C(C)=C)[C@@H](C)C(\OC)=C/C(=O)OC,None
C15697,CCCC(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]1COC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2C[C@H](C)CN2C1=O,None
C15698,CCCC(=O)N[C@@H](C(C)C)C(=O)N[C@H]1COC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2C[C@H](C)CN2C1=O,None
C15699,NCCCCNC(=O)CC[C@H](N)C(O)=O,None
C15700,[H]C(=O)CCCNC(=O)CC[C@H](N)C(O)=O,None
C15701,CC(C)[C@H](NC(=O)N[C@@H](C(C)C)C(=O)N[C@H]1\C=C\CCNC(=O)\C=C\[C@@H](NC1=O)C(C)C)C(O)=O,None
C15702,CC[C@H](C)[C@H](NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(=O)CC(C)C)[C@H](C[C@@H](OC(C)=O)c1nc(cs1)C(=O)N[C@H](C[C@H](C)C(O)=O)Cc1ccc(O)cc1)C(C)C,None
C15703,CCCC(=O)OCN([C@H](C[C@@H](OC(C)=O)c1nc(cs1)C(=O)N[C@H](C[C@H](C)C(O)=O)Cc1ccc(O)cc1)C(C)C)C(=O)[C@@H](NC(=O)[C@H]1CCCCN1C)[C@@H](C)CC,None
C15704,CC[C@H](C)[C@H](NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(=O)CC(C)C)[C@H](C[C@@H](OC(C)=O)c1nc(cs1)C(=O)N[C@H](C[C@H](C)C(O)=O)Cc1ccccc1)C(C)C,None
C15705,CCCC(=O)OCN([C@H](C[C@@H](OC(C)=O)c1nc(cs1)C(=O)N[C@H](C[C@H](C)C(O)=O)Cc1ccccc1)C(C)C)C(=O)[C@@H](NC(=O)[C@H]1CCCCN1C)[C@@H](C)CC,None
C15706,CC[C@H]1CCC[C@H](O[C@H]2CC[C@@H]([C@@H](C)O2)N(C)C)[C@@H](C)C(=O)C2=C[C@H]3[C@@H]4C[C@@H](C[C@H]4C=C[C@H]3[C@@H]2CC(=O)O1)O[C@@H]1O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]1O,None
C15707,CC[C@H]1CCC[C@H](O[C@H]2CC[C@@H]([C@@H](C)O2)N(C)C)[C@@H](C)C(=O)C2=C[C@H]3[C@@H]4C[C@@H](C[C@H]4C=C[C@H]3[C@@H]2CC(=O)O1)O[C@@H]1O[C@@H](C)[C@H](OC)[C@@H](O)[C@H]1OC,None
C15708,CC[C@H]1CCC[C@H](O[C@H]2CC[C@@H]([C@@H](C)O2)N(C)C)[C@@H](C)C(=O)C2=C[C@H]3[C@@H]4C[C@@H](C[C@H]4C=C[C@H]3[C@@H]2CC(=O)O1)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](OC)[C@H]1OC,None
C15709,CC[C@H]1CCC[C@H](O[C@H]2CC[C@@H]([C@@H](C)O2)N(C)C)[C@@H](C)C(=O)C2=C[C@H]3[C@@H]4C[C@@H](C[C@H]4C=C[C@H]3[C@@H]2CC(=O)O1)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1OC,None
C15710,CC[C@H]1C=CC(=O)O[C@H]1\C=C\[C@](O)(CCN)[C@@H](C[C@@H](O)\C=C/C=C\C1CCCCC1)OP(O)(O)=O,CCC1C=CC(=O)OC1/C=C/C(O)(CCN)C(CC(O)\C=C\C=C\C2CCCCC2)O[P](O)(O)=O
C15711,None,CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(OC6CC(C)(N)C(=O)C(C)O6)C7NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c8ccc(O)c(c8)c9c(O)cc(O)cc9C(NC7=O)C(O)=O)c3OC%10OC(CO)C(O)C(O)C%10O)c(Cl)c2
C15712,CO[C@@H](\C=C\c1csc(n1)-c1csc(n1)C(C)C)[C@@H](C)C(\OC)=C/C(=O)OC,None
C15713,CO[C@@H](Cc1ccccc1)[C@@H](C)\C=C(C)\C=C\[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](C)[C@@H](NC(=O)\C(=C\C)N(C)C(=O)CC[C@@H](NC(=O)[C@H]1C)C(O)=O)C(O)=O,COC(Cc1ccccc1)C(C)/C=C(C)/C=C/C2NC(=O)C(CCCN=C(N)N)NC(=O)C(C)C(NC(=O)\C(=C/C)N(C)C(=O)CCC(NC(=O)C2C)C(O)=O)C(O)=O
C15714,C\C=C\C=C\C=C\C=C\C=C\C=C\C=C\C(=O)N(C)[C@H]1[C@@H](C)OC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC1=O,None
C15715,CC\C=C\C=C\C=C\C=C\C=C\C=C\C=C\C(=O)N(C)[C@H]1[C@@H](C)OC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC1=O,None
C15716,C\C=C\C=C\C=C\C=C\C=C\C=C\C=C\C=C\C(=O)N(C)[C@H]1[C@@H](C)OC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC1=O,None
C15717,CC(\C=C\CC\C=C\C=C\C=C\C=C\C(=O)NC1=C(O)CCC1=O)C(O)C(C)C(O)\C=C\C=C\C=C\C=C\C=C\CC(O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(C)C(=O)CC(O)CC(O)CC(O)\C=C\CC(O)CC(O)CC(O)CC(O)\C=C\CC(O)CC(O)CCCN,None
C15718,C[C@@H](O)[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](CCCN(O)C=O)NC(=O)[C@H](CCCCNC1=O)NC(=O)[C@H](CCCN(O)C=O)NC(=O)[C@@H](CO)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](CO)NC(=O)[C@@H]1CCN=C2N1c1cc(O)c(O)cc1C=C2NC(=O)CCC(O)=O)[C@@H](C)O,None
C15719,C[C@@H](O)[C@@H](NC(=O)[C@H](N)CCCN(O)C=O)C(=O)N(O)CCC[C@H](NC(=O)[C@H](N)CCCN(O)C=O)C(O)=O,None
C15720,CC(C)C1N(C)c2ccc(c3[nH]cc(CC(CO)NC1=O)c23)C(C)(CCC=C(C)C)C=C,CC(C)[C@@H]1N(C)c2ccc(c3[nH]cc(C[C@@H](CO)NC1=O)c23)[C@](C)(CCC=C(C)C)C=C
C15721,CC(C)[C@@H]1N(C)C(=O)[C@@H]2CSSC[C@H](N(C)C(=O)[C@H](C)NC(=O)[C@@H](COC1=O)NC(=O)c1cnc3ccccc3n1)C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c1cnc3ccccc3n1)C(=O)N[C@@H](C)C(=O)N2C,CC(C)C1N(C)C(=O)C2CSSCC(N(C)C(=O)C(C)NC(=O)C(COC1=O)NC(=O)c3cnc4ccccc4n3)C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)c5cnc6ccccc6n5)C(=O)NC(C)C(=O)N2C
C15722,CSC1SCC2N(C)C(=O)C(C)NC(=O)[C@@H](COC(=O)C(C(C)C)N(C)C(=O)C1N(C)C(=O)C(C)NC(=O)[C@@H](COC(=O)C(C(C)C)N(C)C2=O)NC(=O)c1cnc2ccccc2n1)NC(=O)c1cnc2ccccc2n1,CSC1SCC2N(C)C(=O)C(C)NC(=O)C(COC(=O)C(C(C)C)N(C)C(=O)C1N(C)C(=O)C(C)NC(=O)C(COC(=O)C(C(C)C)N(C)C2=O)NC(=O)c3cnc4ccccc4n3)NC(=O)c5cnc6ccccc6n5
C15723,CC[C@H](C)[C@@H]1NC(=O)[C@@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](Cc2ccc(O)cc2)\N=C\[C@H](CC(C)C)NC(=O)[C@@H]2C[C@H](C)CN2C(=O)[C@H](CO)NC1=O,None
C15724,CC[C@H](C)[C@@H]1NC(=O)[C@@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](Cc2ccc(O)cc2)\N=C\[C@H](Cc2ccccc2)NC(=O)[C@@H]2C[C@H](C)CN2C(=O)[C@H](CO)NC1=O,None
C15725,CC[C@H](C)[C@@H]1NC(=O)[C@@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](Cc2ccc(O)cc2)\N=C\[C@H](Cc2ccc(C)cc2)NC(=O)[C@@H]2C[C@H](C)CN2C(=O)[C@H](CO)NC1=O,None
C15726,N[C@H](CO)[C@@H](O)C[C@H](O)[C@H](N)[C@H](O)[C@@H](O)C(=O)N[C@@H](CNC(N)=O)C(N)=O,NC(CO)C(O)CC(O)C(N)C(O)C(O)C(=O)NC(CNC(N)=O)C(N)=O
C15727,CSC[C@H]1N(C)C(=O)[C@H]2CSSC[C@@H](N(C)C(=O)CNC(=O)[C@H](CSC1=O)NC(=O)c1nc3ccccc3cc1O)C(=O)N(C)[C@H](CSC)C(=O)SC[C@H](NC(=O)c1nc3ccccc3cc1O)C(=O)NCC(=O)N2C,None
C15728,CO[C@H]1[C@H](OC2\C=C/C=C/c3coc(n3)C(C)C(CC(O)\C=C\C=C\C=C/C(C)C(OC(=O)\C=C/C=C/C=C\C(C)=C\C2C)C(C)C(O)CC(C)O)OC)O[C@H](C)[C@@H](O)[C@@H]1OC,None
C15729,CO[C@H]1[C@H](OC2\C=C/C=C/c3coc(n3)C(C)C(O)CC(O)\C=C\C=C\C=C/C(C)C(OC(=O)\C=C/C=C/C=C\C(C)=C\C2C)C(C)C(O)CC(C)O)O[C@H](C)[C@@H](O)[C@@H]1OC,None
C15730,COC1CC(O)\C=C\C=C\C=C/C(C)C(OC(=O)\C=C/C=C/C=C\C(C)=C\C(C)C(O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@H]2O)\C=C/C=C/c2coc(n2)C1C)C(C)C(O)CC(C)O,None
C15731,CO[C@H]1[C@H](O)[C@@H](C)O[C@@H](OC2\C=C/C=C/c3coc(n3)C(C)C(O)CC(O)\C=C\C=C\C=C/C(C)C(OC(=O)\C=C/C=C/C=C\C(C)=C\C2C)C(C)C(O)CC(C)O)[C@@H]1O,None
C15732,CC(O)CC(O)C(C)C1OC(=O)\C=C/C=C/C=C\C(C)=C\C(C)C(O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@H]2O)\C=C/C=C/c2coc(n2)C(C)C(O)CC(O)\C=C\C=C\C=C/C1C,None
C15733,COC1CC(O)\C=C\C=C\C=C/C(C)C(OC(=O)\C=C/C=C/C=C\C(C)=C\C(C)C(O)\C=C/C=C/c2coc(n2)C1C)C(C)C(O)CC(C)O,None
C15734,CC[C@H](C)[C@@H]1NC(=O)c2csc(n2)[C@H](NC(=O)[C@H]2N=C(O[C@@H]2C)[C@@H](NC(=O)c2csc(n2)[C@H](NC(=O)[C@@H]2COC1=N2)C(C)C)[C@@H](C)CC)C(C)C,CC[C@H](C)[C@@H]1NC(=O)c2csc(n2)[C@H](NC(=O)[C@H]3N=C(O[C@@H]3C)[C@@H](NC(=O)c4csc(n4)[C@H](NC(=O)[C@@H]5COC1=N5)C(C)C)[C@@H](C)CC)C(C)C
C15735,CC[C@H](C)[C@@H]1NC(=O)c2csc(n2)[C@@H](C)NC(=O)[C@H]2N=C(O[C@@H]2C)[C@@H](NC(=O)c2csc(n2)[C@@H](Cc2ccccc2)NC(=O)[C@H]2N=C1O[C@@H]2C)C(C)C,CCC(C)C1NC(=O)c2csc(n2)C(C)NC(=O)C3N=C(OC3C)C(NC(=O)c4csc(n4)C(Cc5ccccc5)NC(=O)C6N=C1OC6C)C(C)C
C15736,CC[C@H](C)[C@@H]1NC(=O)c2csc(n2)[C@@H](C)NC(=O)[C@H]2N=C(O[C@@H]2C)[C@H](CC(C)C)NC(=O)c2csc(n2)[C@@H](Cc2ccccc2)NC(=O)[C@H]2N=C1O[C@@H]2C,CCC(C)C1NC(=O)c2csc(n2)C(C)NC(=O)C3N=C(OC3C)C(CC(C)C)NC(=O)c4csc(n4)C(Cc5ccccc5)NC(=O)C6N=C1OC6C
C15737,CC[C@H](C)[C@@H]1NC(=O)c2csc(n2)[C@@H](C)NC(=O)[C@H]2N=C(O[C@@H]2C)[C@@H](NC(=O)c2csc(n2)[C@@H](Cc2ccccc2)NC(=O)[C@H]2N=C1O[C@@H]2C)[C@@H](C)CC,CC[C@H](C)[C@@H]1NC(=O)c2csc(n2)[C@@H](C)NC(=O)[C@H]3N=C(O[C@@H]3C)[C@@H](NC(=O)c4csc(n4)[C@@H](Cc5ccccc5)NC(=O)[C@H]6N=C1O[C@@H]6C)[C@@H](C)CC
C15738,CC[C@H](C)[C@@H]1NC(=O)c2csc(n2)[C@H](NC(=O)[C@H]2N=C(O[C@@H]2C)[C@@H](NC(=O)c2csc(n2)[C@H](NC(=O)[C@H]2N=C1O[C@@H]2C)C(C)C)[C@@H](C)CC)C(C)C,CC[C@H](C)[C@@H]1NC(=O)c2csc(n2)[C@H](NC(=O)[C@H]3N=C(O[C@@H]3C)[C@@H](NC(=O)c4csc(n4)[C@H](NC(=O)[C@H]5N=C1O[C@@H]5C)C(C)C)[C@@H](C)CC)C(C)C
C15739,CC(C)[C@@H]1NC(=O)[C@H]2N=C(O[C@@H]2C)[C@@H](NC(=O)[C@H]2N=C(O[C@@H]2C)[C@@H](NC(=O)[C@H]2N=C1O[C@@H]2C)C(C)C)C(C)C,CC(C)[C@@H]1NC(=O)[C@H]2N=C(O[C@@H]2C)[C@@H](NC(=O)[C@H]3N=C(O[C@@H]3C)[C@@H](NC(=O)[C@H]4N=C1O[C@@H]4C)C(C)C)C(C)C
C15740,CC(C)[C@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](OC(=O)[C@H](C(C)C)N(C)C1=O)C(C)C)C(C)C,CC(C)[C@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](OC(=O)[C@H](C(C)C)N(C)C1=O)C(C)C)C(C)C
C15741,COC1NC(=O)c2nc(oc2C)\C(NC(=O)C(NC(=O)c2csc(n2)-c2ccc(nc2-c2nc(oc2C)C(=C)NC(=O)C(=C)NC(=O)c2nc(oc2C)\C(NC(=O)c2csc1n2)=C\C)C(=O)NC(=C)C(=O)NC(=C)C(=O)NC(=C)C(N)=O)C(C)O)=C\C(C)O,None
C15742,CCCCCC(=O)NC(CC(O)=O)C(=O)NC1C(C)OC(=O)C(NC(=O)C(Cc2ccccc2)N(C)C(=O)C(CC(C)C)N2C(O)CCC(NC(=O)C(CCCNC(N)=N)NC1=O)C2=O)C(C)C,None
C15743,CCC(C)C1NC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)CC)N2C(O)CCC(NC(=O)C(CCCNC(N)=N)NC(=O)C(NC(=O)C(O)COS(O)(=O)=O)C(C)OC1=O)C2=O,None
C15744,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H]([C@@H](C)O)N2[C@H](O)CC[C@H](NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](O)Cc3ccc(O)cc3)[C@@H](C)O)[C@@H](C)OC1=O)C2=O,None
C15745,CCC(C)C1NC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)O)N2C(O)CCC(NC(=O)C(CC3CCC(O)C=C3)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(O)Cc3ccc(O)cc3)C(C)O)C(C)OC1=O)C2=O,None
C15746,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H]([C@@H](C)O)N2[C@H](O)CC[C@H](NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](O)Cc3ccc(O)cc3)[C@@H](C)OC1=O)C2=O,None
C15747,CCC(C)C1NC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)O)N2C(O)CCC(NC(=O)C(CC3CCC(O)C=C3)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(O)Cc3ccc(O)cc3)C(C)OC1=O)C2=O,None
C15748,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H](CC(C)C)N2[C@H](O)CC[C@H](NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](O)Cc3ccc(O)cc3)[C@@H](C)OC1=O)C2=O,None
C15749,CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(CC(C)C)N2C(O)CCC(NC(=O)C(CC3CCC(O)C=C3)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(O)Cc3ccc(O)cc3)C(C)OC1=O)C2=O,None
C15750,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H](CC(C)C)N2[C@H](O)CC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](O)Cc3ccc(O)cc3)[C@@H](C)OC1=O)C2=O,None
C15751,CC(C)CCCCCCCCCCCCC(=O)NCC(=O)NC1C(O)C(O)C(Nc2ncnc3nc[nH]c23)OC1C(O)CO,CC(C)CCCCCCCCCCCCC(=O)NCC(=O)NC1C(O)C(O)C(Nc2ncnc3nc[nH]c23)OC1C(O)CO
C15752,CC1OC(OC2C\C=C(CCC=C)/CC\C=C\C(O)C(C)C(O)C(C)\C=C\C=C\C=C\C=C\C=C\CCC(=O)OC(CC(O)CC(O)CC(O)C\C=C\C(O)CC(O)CC(O)CC(=O)C2C)\C=C\CC(O)\C=C\CC(O)CCCN)C(O)C(O)C1O,C[C@@H]1O[C@@H](OC2C\C=C(\CCC=C)CC\C=C/C(O)C(C)C(O)C(C)\C=C/C=C\C=C/C=C\C=C/CCC(=O)OC(CC(O)CC(O)CC(O)C\C=C/C(O)CC(O)CC(O)CC(=O)C2C)\C=C\C[C@@H](O)\C=C\C[C@H](O)CCCN)[C@H](O)[C@H](O)[C@H]1O
C15753,CO[C@H]1\C=C\[C@@](C)(O)CCC(=O)O[C@H](C)[C@@H](C)CC\C=C1/C,CO[C@H]/1\C=C/[C@@](C)(O)CCC(=O)O[C@H](C)[C@@H](C)CC/C=C1C
C15754,CC(C)CCCCCCCCCCCCC(=O)NCC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](Nc2ncnc3nc[nH]c23)O[C@H]1C(O)CO,CC(C)CCCCCCCCCCCCC(=O)NCC(=O)NC1C(O)C(O)C(Nc2ncnc3nc[nH]c23)OC1C(O)CO
C15755,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)CC(C)C(=O)CCC1(C)O,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)CC(C)C(=O)CCC1(C)O
C15756,CCCC1OC(=O)C(C)CC(C)CCCCC(=O)CCCC(CC)\C=C\C=C(COC)\CCC(O)C(O)CC(O)CNC1=O,None
C15757,CC(C)C[C@@H]1N(C)C(=O)[C@H](OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](OC1=O)C(C)C)C(C)C)C(C)C,None
C15758,C[C@@H]1[C@H]2C[C@H](O)\C=C\C(C)=C\C[C@H](O)\C=C\C(C)=C\[C@@H](NC(=O)C(C)=O)[C@](C)(C(=O)O2)C1=O,None
C15759,None,CC1OC(CC(C1O)N(C)C)c2cc(C3CC(C)(C(O)C(C)O3)N(C)C)c(O)c4C(=O)c5c6OC(=CC(=O)c6c(C)cc5C(=O)c24)C7(C)OC7C8OC8C
C15760,COC[C@H](C[C@H]1O[C@@H](C[C@@H](O)C1(C)C)[C@@H](NC(=O)[C@@H](O)[C@]1(CC(=C)[C@@H](C)[C@@H](C)O1)OC)OC)OC,COC[C@H](C[C@H]1O[C@@H](C[C@@H](O)C1(C)C)[C@@H](NC(=O)[C@@H](O)[C@]2(CC(=C)[C@@H](C)[C@@H](C)O2)OC)OC)OC
C15761,[H][C@@]1(OC(=O)\C(OC)=C\C(C)=C\[C@@H](C)[C@@H](O)[C@@H](CC)[C@@H](O)[C@H](C)C\C(C)=C\C=C\[C@@H]1OC)[C@@H](C)[C@@H](O)[C@H](C)[C@@]1(O)C[C@@H](O[C@H]2C[C@@H](O)[C@H](OC(N)=O)[C@@H](C)O2)[C@H](C)[C@H](O1)\C=C\C,CC[C@H]1[C@@H](O)[C@H](C)CC(=C/C=C/[C@H](OC)[C@H](OC(=O)C(=C/C(=C/[C@@H](C)[C@H]1O)C)/OC)[C@@H](C)[C@@H](O)[C@H](C)[C@@]2(O)C[C@@H](O[C@H]3C[C@@H](O)[C@H](OC(N)=O)[C@@H](C)O3)[C@H](C)[C@H](O2)\C=C\C)/C
C15762,CO[C@@H]1[C@H]2OCO[C@H](NC(=O)[C@@H](O)[C@]3(CC(=C)[C@@H](C)[C@@H](C)O3)OC)[C@H]2O[C@H](C[C@H](O)CCC\C=C\C=C\C=C\C(=O)NC(CCCNC(N)=N)C(O)=O)C1(C)C,CO[C@@H]1[C@H]2OCOC(NC(=O)[C@@H](O)[C@]3(CC(=C)[C@@H](C)[C@@H](C)O3)OC)[C@H]2O[C@H](C[C@H](O)CCC\C=C\C=C\C=C\C(=O)NC(CCCN=C(N)N)C(O)=O)C1(C)C
C15763,CC1CC11N(C)C(=O)C2CSSCC(N(C)C(=O)C(C)NC(=O)C(COC1=O)NC(=O)c1nc3ccccc3cc1O)C(=O)N(C)C1(CC1C)C(=O)OCC(NC(=O)c1nc3ccccc3cc1O)C(=O)NC(C)C(=O)N2C,None
C15764,CS[C@@H]1SC[C@@H]2N(C)C(=O)[C@H](C)NC(=O)[C@@H](COC(=O)[C@@]3(C[C@@H]3C)N(C)C(=O)[C@H]1N(C)C(=O)[C@H](C)NC(=O)[C@@H](COC(=O)[C@@]1(C[C@@H]1C)N(C)C2=O)NC(=O)c1nc2ccccc2cc1O)NC(=O)c1nc2ccccc2cc1O,None
C15765,CC[C@@H]1C[C@H]2[C@H](CCC2=O)C(=C1)C(O)=O,CC[C@@H]1C[C@H]2[C@H](CCC2=O)C(=C1)C(O)=O
C15766,CCC(O)C(C)C(O)CC(O)C(O)\C=C(/C)CC(C)C1CC(O)C(C)\C=C\C=C\CC(C)C(=O)CC2CCC(C)C(O)(C\C=C(C)/C=C(C)/C(O)C(=O)\C=C(C)\C(=O)O1)O2,None
C15767,N[C@@H](CCC(=O)NCCCC(O)=O)C(O)=O,None
C15768,COc1ccc2N(O)C(=O)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)Oc2c1,None
C15769,OC1Oc2ccccc2NC1=O,None
C15770,OC1Oc2ccccc2N(O)C1=O,OC1Oc2ccccc2N(O)C1=O
C15771,OC1Oc2cc(O)ccc2N(O)C1=O,None
C15772,OC[C@H]1O[C@@H](OC2Oc3ccccc3N(O)C2=O)[C@H](O)[C@@H](O)[C@@H]1O,None
C15773,[H][C@](C)(NC(=O)[C@@]([H])(NC(=O)c1nc(nc(N)c1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@]([H])(O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1)[C@@H](O)[C@H](C)C(=O)N[C@]([H])(C(=O)NCCc1nc(cs1)-c1nc(cs1)C(=O)NCCC[S+](C)C)[C@@]([H])(C)O,CC(O)C(NC(=O)C(C)C(O)C(C)NC(=O)C(NC(=O)c1nc(nc(N)c1C)C(CC(N)=O)NCC(N)C(N)=O)C(O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O[C@H]3O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]3O)c4[nH]cnc4)C(=O)NCCc5scc(n5)c6scc(n6)C(=O)NCCC[S+](C)C.O[S]([O-])(=O)=O
C15774,C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)c1nc(nc(N)c1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1)C(=O)NCCc1nc(cs1)-c1nc(cs1)C(=O)NCCC[*],None
C15775,C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)c1nc(nc(N)c1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1)C(=O)NCCc1nc(cs1)-c1nc(cs1)C(=O)N[*],None
C15776,CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@H](C)[C@@H]1CC3,CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]4(C)CC[C@H](O)[C@@H](C)[C@@H]4CC3
C15777,[H][C@@]12CC=C3C(CC[C@]4(C)[C@]([H])(CC[C@@]34[H])[C@H](C)CCC(=C)C(C)C)[C@@]1(C)CC[C@H](O)C2,CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)C3CC[C@]12C
C15778,CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@]12C,None
C15780,[H][C@@]1(CC[C@@]2([H])C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=C)C(C)C,None
