KEGGid,SMILES_by_mol
C15556,CC(=O)C(O)COP(=O)(O)O
C15557,CC(CCC(=O)NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
C15558,*OC1OC(COS(=O)(=O)O)C(O)C(OC2OC(C(=O)O)C(*)C(O)C2O)C1NC(C)=O
C15559,CC(CCC(=O)NCC(=O)O)C1CCC2C3C(OS(=O)(=O)O)CC4CC(O)CCC4(C)C3CCC12C
C15560,CC(CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C
C15561,O=CNCc1ccccc1
C15562,NCc1ccccc1
C15563,Nc1nc(NC2OC(COP(=O)(O)O)C(O)C2O)c(NC=O)c(=O)[nH]1
C15564,*C(*)C(=O)O
C15565,*C(O)C(=O)O
C15566,O=C1C=C2CC(C(=O)O)NC2=CC1=O
C15567,O=C1c2ccc(O)cc2OC(O)C1c1ccc(O)cc1
C15568,CC(CCC(=O)O)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CC(O)C12C
C15569,CC(CCC(=O)O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CC(O)C12C
C15570,O=C1c2ccccc2OC(c2ccccc2)C1O
C15571,Oc1ccccc1O
C15572,COc1ccccc1O
C15573,*OC1OC(CO)C(OC2OC(C(=O)O)C(O)C(O)C2O)C(O)C1NC(C)=O
C15574,*OC1OC(CO)C(OC2OC(C(=O)O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C(O)C2O)C(O)C1NC(C)=O
C15575,*OC1OC(C(=O)O)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C(O)C1O
C15576,*OC1OC(C(=O)O)C(OC2OC(CO)C(OC3OC(C(=O)O)C(O)C(O)C3O)C(O)C2NC(C)=O)C(O)C1O
C15577,*OC1OC(C(=O)O)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C(O)C1O
C15578,*OC1OC(C(=O)O)C(OC2OC(CO)C(O)C(OC3OC(C(=O)O)C(O)C(O)C3O)C2NC(C)=O)C(O)C1O
C15579,CC1OC(OC2C(Oc3ccc4c(c3)OC(c3ccccc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O
C15580,O=c1c(O)c(-c2ccccc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)ccc12
C15581,O=c1c(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)c(-c2ccccc2)oc2ccccc12
C15582,O=c1c(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)c(-c2ccccc2)oc2ccccc12
C15583,CC(=O)Oc1ccccc1
C15584,Oc1ccccc1
C15586,OCC1OC(n2cnc3cncnc32)C(O)C1O
C15587,c1ncc2[nH]cnc2n1
C15588,OCCO
C15589,O=C(C=Cc1ccccc1)c1ccccc1
C15591,CC(=O)C1=C(O)C=CC(C)(c2c(O)c(C)c(O)c(C(C)=O)c2O)C1=O
C15598,*c1cc(C2Oc3cc(O)cc(O)c3CC2O)cc(*)c1O
C15599,NC(CC1=CC2=C(NC(C(=O)O)CC2C(=O)O)C(=O)C1=O)C(=O)O
C15604,CC(C)=CCCC(C)=CC=O
C15605,NC(CC(=O)c1ccccc1NC=O)C(=O)O
C15606,CSCCC(=O)C(O)=CO
C15607,NC(=O)NC(=O)CC(=O)O
C15608,O=c1cc(-c2ccccc2)oc2ccccc12
C15609,O=C1CC(c2cc(O)cc(O)c2)Oc2ccccc21
C15610,CC(CO)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
C15612,CC=C1CC(C)C(C)(O)C(=O)OCC2=CC[N+]3([O-])CCC(OC1=O)C23
C15613,CC(CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
C15614,CC(CCC(O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
C15615,O=c1c(-c2ccccc2)coc2cc(O)ccc12
C15616,COc1ccc2c(=O)c(-c3ccccc3)coc2c1
C15617,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C
C15618,Cc1cc(OCC(=O)O)cc(C)c1Cc1ccc(O)c(C(C)C)c1
C15619,CC1(C)CCC(C)(C)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21
C15620,CCOC(=O)NCC(Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)NC(C)=CC(=O)c1ccc(C(F)(F)F)cc1
C15622,CC(C)(Sc1ccc(CCN(CCCCC2CCCCC2)C(=O)NC2CCCCC2)cc1)C(=O)O
C15623,CC(=CC(=O)c1ccccc1)NC(Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)C(=O)O
C15624,CC(C)(Oc1ccc(CCCN(CCc2c(F)cccc2Cl)C(=O)Nc2cccc(Cl)c2Cl)cc1)C(=O)O
C15625,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)c(F)c3)nc2C)ccc1OCC(=O)O
C15626,CN(CCOc1ccc(CC(Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1
C15627,O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1Cl
C15628,CCOP(=O)(OCC)C(=Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)P(=O)(OCC)OCC
C15629,C=CCN1C(=O)CSC1=NNC(=S)NC
C15630,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1
C15631,O=C(O)Cc1cccc(OCCCN(Cc2cccc(C(F)(F)F)c2Cl)CC(c2ccccc2)c2ccccc2)c1
C15632,CC(CCC1OC1(C)C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
C15633,CC(CCC1OC1(C)C)C1CCC2C3CC4OC45CC(O)CCC5(C)C3CCC12C
C15634,CC(=Cc1ccc(C(=O)O)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C
C15635,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(C=Cc2cccc(C(=O)O)c2)c(Cl)c1
C15636,CCC1C(O)C2C3CCC(C(C)CCC(=O)O)C3(C)CCC2C2(C)CCC(O)CC12
C15637,CC(=O)C1C(C#N)CC2C3CC=C4CC(O)CCC4(C)C3CCC21C
C15638,CC12CCCC1C1CCC3CC(O)CCC3(C)C1CC2
C15639,Clc1ccc(-c2nc3sccn3c2C=NOCc2ccc(Cl)c(Cl)c2)cc1
C15640,Cc1cc2c(cc1C1(c3ccc(C(=O)O)cn3)CC1)C(C)(C)CCC2(C)C
C15641,COc1cc(C=C(C#N)C(=O)Nc2nnc(C(F)(F)F)s2)ccc1OCc1ccc(C(F)(F)F)cc1C(F)(F)F
C15642,CC(C)c1ccc(C=NNC(=O)c2ccc(O)cc2)cc1
C15643,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
C15644,CC1(C)CCC(C)(C)c2cc(C3CCCc4oc(C=CC(=O)O)cc43)ccc21
C15645,*C=COCC(O)CO
C15646,*C=COCC(O)COP(=O)(O)O
C15647,*C=COCC(COP(=O)(O)O)OC(*)=O
C15648,C=C1C(C)(C)C2(Cl)C(Cl)(Cl)C(Cl)(Cl)C1(Cl)C2(Cl)Cl
C15649,COC(=O)C=Cc1cccc(N(Cc2ccc(-c3ccc(N(C)C)cc3)cc2)C(=O)C2CCCCC2)c1
C15650,CSCCC(=O)C(=O)COP(=O)(O)O
C15651,CSCCC(=O)C(O)=COP(=O)(O)O
C15652,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O
C15653,*NC(=O)C(CCS(C)=O)NC(*)=O
C15654,CC(C)(C)NC(=O)C1CCCN1C(=O)C(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)OCc1ccccc1
C15655,CSCC(NC(=O)COc1cccc2cnccc12)C(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSCC1C(=O)NC(C)(C)C
C15656,*NC(=O)C(COC1OCC(OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(OC4OC(C(=O)O)C(OC5OC(CO)C(O)C(O)C5NC(C)=O)C(O)C4O)C3O)C2O)C(O)C1O)NC(*)=O
C15657,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CN1CCC(Sc2ccncc2)CC1C(=O)NC(C)(C)C
C15658,NC1C(OC2C(O)C(O)C(O)C(O)C2O)OC(CO)C(O)C1O
C15659,COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)OC2COC3OCCC23)cc1
C15660,CC(C)C(NC(=O)N(C)Cc1ccccn1)C(=O)NC(Cc1ccccc1)C(O)C(O)C(Cc1ccccc1)NC(=O)C(NC(=O)N(C)Cc1ccccn1)C(C)C
C15661,CC(C)C(NC(=O)OCc1ccccn1)C(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)OCc1cccnc1
C15662,O=C1N(Cc2ccc(CO)cc2)C(Cc2ccccc2)C(O)C(O)C(Cc2ccccc2)N1Cc1ccc(CO)cc1
C15663,Cl.NC(=S)Cc1ccccn1
C15664,COc1ccnc(CSc2nc3cc(C(F)(F)F)ccc3[nH]2)c1C
C15665,COc1ccnc(CS(=O)c2nc3cc4c(cc3[nH]2)C(C)(C)C(=O)C4(C)C)c1C
C15666,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CCCC(=O)O)C2SC1
C15667,O=C(O)Nc1cncn1C1OC(COP(=O)(O)O)C(O)C1O
C15668,C1=NCCC1
C15669,*Oc1cc(O)cc2c1-c1cc(ccc1O)C1NC(=O)C3NC(=O)C4NC(=O)C(Cc5ccc(c(Cl)c5)Oc5cc3cc(c5O)Oc3ccc(cc3Cl)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C(NC1=O)C(=O)NC2C(=O)O)NC(=O)C(N)c1ccc(O)c(c1)Oc1cc(O)cc4c1
C15670,C=CC1=C(C)C2=Cc3c(C(O)CCC=C(C)CCC=C(C)CCC=C(C)C)c(C)c4n3[Fe]n3c(c(C)c(CCC(=O)O)c3=CC3=NC(=C4)C(C=O)=C3CCC(=O)O)=CC1=N2
C15672,C=CC1=C(C)C2=Cc3c(C(O)CCC=C(C)CCC=C(C)CCC=C(C)C)c(C)c4n3[Fe]n3c(c(C)c(CCC(=O)O)c3=CC3=NC(=C4)C(C)=C3CCC(=O)O)=CC1=N2
C15673,O=C(O)C(=O)C(O)C(O)C(O)CO
C15674,COC(=CC(N)=O)C(C)C(C=Cc1csc(-c2csc(C(C)C=CC=CC(C)C)n2)n1)OC
C15675,COC(=O)C=C(OC)C(C)C(C=Cc1csc(-c2csc(C(C)C=CC=CC(C)C)n2)n1)OC
C15676,CC1NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(CCCCCC(=O)C2CO2)NC1=O
C15677,CC1=CC(O)C(=O)C=CC=Cc2csc(n2)C(C)NC(=O)CC2(CC1)S(=O)SC(=O)C2(C)O
C15678,COC1CC(C)OC(OC2C(C)C=CC(=O)OC(C)C(COC3OC(C)C(O)C(OC)C3OC)C3OC3C=CC(=O)C(C)(O)CC2C)C1O
C15679,COC1CC(C)OC(OC2C(C)CC(C)(O)C(=O)C(C)C(OC(C)=O)C(C)C(C(C)C(C)O)OC(=O)C(C)C(OC3CC(C)(OC)C(OC(C)=O)C(C)O3)C2C)C1O
C15680,CCC1OC(=O)C=CC(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)CC(C)C(=O)C=CC2OC2C1(O)COC1OC(C)C(O)C(OC)C1OC
C15681,CCC1OC(=O)C=CC(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)CC(C)C(=O)C=CC=CC1COC1OC(C)C(O)C(O)C1OC
C15682,CCC1OC(=O)C=CC(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)CC(C)C(=O)C=CC=CC1COC1OC(C)C(O)C(O)C1O
C15683,CCC1OC(=O)C=CC(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)CC(C)C(=O)C=CC=CC1CO
C15684,CCC1OC(=O)C=CC(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)CC(C)C(=O)C=CC=CC1C
C15685,CCC1OC(=O)C=CC(C)C(O)C(C)CC(C)C(=O)C=CC=CC1C
C15686,CCCCCCCC1CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(C(C)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)NC(C(C)CC)C(=O)NC(CC(=O)O)C(=O)O1
C15687,CC1CC(C)CC(C)C(O)C(C#N)=CC=CCC(C2CCCC2C(=O)O)OC(=O)CC(O)C(C)C1
C15688,CNC1C(O)CC(OC2CC=C(C)CC(C)=CC=CCCC(C)CNC(=O)C=CC=CC2C)OC1C
C15689,COc1oc(C2CC(=CC(C)=Cc3ccc([N+](=O)[O-])cc3)CO2)c(C)c(=O)c1C
C15690,CCC(C(=O)O)C1CCC(C)C(C(C)C(O)C(C)C(=O)C(CC)C2OC3(C=CC(O)C4(CCC(C)(C5CCC(O)(CC)C(C)O5)O4)O3)C(C)CC2C)O1
C15691,CCC(C)C1NC(=O)C(Cc2ccc(OC)cc2)N(C)C(=O)C(C(C)O)N2C(=O)C(CCC2O)NC(=O)C(CCc2ccc(O)cc2)NC(=O)C(NC(=O)C(CCC(N)=O)NC=O)C(C)OC1=O
C15692,CCC(C)C1NC(=O)C(Cc2ccc(O)c(Cl)c2)N(C)C(=O)C(C(C)O)N2C(=O)C(CCC2O)NC(=O)C(CCc2ccc(O)cc2)NC(=O)C(NC(=O)C(CCC(N)=O)NC=O)C(C)OC1=O
C15693,COC(=CC(=O)N(C)C(Cc1ccccc1)c1nccs1)CC(C)C(Cl)(Cl)Cl
C15694,CC(=Cc1csc(C)n1)C1CC=CCCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)O1
C15695,CN1C(=O)C(c2cc(Cl)c(O)c(Cl)c2)NC(=O)C2NC(=O)C(c3cc(Cl)c(O)c(Cl)c3)NC(=O)C(NC(=O)C(=O)c3cc(Cl)c(O)c(Cl)c3)Cc3c[nH]c4cc(ccc34)-c3cc2cc(c3O)Oc2ccc(cc2)CC1C(=O)NC(C(=O)O)c1ccc(O)cc1
C15696,C=C(C)C1=NC(c2nc(C=CC(OC)C(C)C(=CC(=O)OC)OC)cs2)CS1
C15697,CCCC(=O)NC(C(=O)NC1COC(=O)C2CCCN2C(=O)C(Cc2ccc(O)cc2)NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(CC(C)C)NC(=O)CC(=O)C(CC(C)C)NC(=O)C2CC(C)CN2C1=O)C(C)CC
C15698,CCCC(=O)NC(C(=O)NC1COC(=O)C2CCCN2C(=O)C(Cc2ccc(O)cc2)NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(CC(C)C)NC(=O)CC(=O)C(CC(C)C)NC(=O)C2CC(C)CN2C1=O)C(C)C
C15699,NCCCCNC(=O)CCC(N)C(=O)O
C15700,NC(CCC(=O)NCCCC=O)C(=O)O
C15701,CC(C)C1C=CC(=O)NCCC=CC(NC(=O)C(NC(=O)NC(C(=O)O)C(C)C)C(C)C)C(=O)N1
C15702,CCC(C)C(NC(=O)C1CCCCN1C)C(=O)N(COC(=O)CC(C)C)C(CC(OC(C)=O)c1nc(C(=O)NC(Cc2ccc(O)cc2)CC(C)C(=O)O)cs1)C(C)C
C15703,CCCC(=O)OCN(C(=O)C(NC(=O)C1CCCCN1C)C(C)CC)C(CC(OC(C)=O)c1nc(C(=O)NC(Cc2ccc(O)cc2)CC(C)C(=O)O)cs1)C(C)C
C15704,CCC(C)C(NC(=O)C1CCCCN1C)C(=O)N(COC(=O)CC(C)C)C(CC(OC(C)=O)c1nc(C(=O)NC(Cc2ccccc2)CC(C)C(=O)O)cs1)C(C)C
C15705,CCCC(=O)OCN(C(=O)C(NC(=O)C1CCCCN1C)C(C)CC)C(CC(OC(C)=O)c1nc(C(=O)NC(Cc2ccccc2)CC(C)C(=O)O)cs1)C(C)C
C15706,CCC1CCCC(OC2CCC(N(C)C)C(C)O2)C(C)C(=O)C2=CC3C(C=CC4CC(OC5OC(C)C(OC)C(OC)C5O)CC43)C2CC(=O)O1
C15707,CCC1CCCC(OC2CCC(N(C)C)C(C)O2)C(C)C(=O)C2=CC3C(C=CC4CC(OC5OC(C)C(OC)C(O)C5OC)CC43)C2CC(=O)O1
C15708,CCC1CCCC(OC2CCC(N(C)C)C(C)O2)C(C)C(=O)C2=CC3C(C=CC4CC(OC5OC(C)C(O)C(OC)C5OC)CC43)C2CC(=O)O1
C15709,CCC1CCCC(OC2CCC(N(C)C)C(C)O2)C(C)C(=O)C2=CC3C(C=CC4CC(OC5OC(C)C(O)C(O)C5OC)CC43)C2CC(=O)O1
C15710,CCC1C=CC(=O)OC1C=CC(O)(CCN)C(CC(O)C=CC=CC1CCCCC1)OP(=O)(O)O
C15711,CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(OC3CC(C)(N)C(=O)C(C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2O)Oc2ccc(cc2Cl)C1O
C15712,COC(=O)C=C(OC)C(C)C(C=Cc1csc(-c2csc(C(C)C)n2)n1)OC
C15713,CC=C1C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C
C15714,CC=CC=CC=CC=CC=CC=CC=CC(=O)N(C)C1C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(CCC(N)=O)C(=O)OC1C
C15715,CCC=CC=CC=CC=CC=CC=CC=CC(=O)N(C)C1C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(CCC(N)=O)C(=O)OC1C
C15716,CC=CC=CC=CC=CC=CC=CC=CC=CC(=O)N(C)C1C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(CCC(N)=O)C(=O)OC1C
C15717,CC(C=CCCC=CC=CC=CC=CC(=O)NC1=C(O)CCC1=O)C(O)C(C)C(O)C=CC=CC=CC=CC=CCC(OC1OC(C)C(O)C(O)C1O)C(C)C(=O)CC(O)CC(O)CC(O)C=CCC(O)CC(O)CC(O)CC(O)C=CCC(O)CC(O)CCCN
C15718,CC(O)C1NC(=O)C(CCCN(O)C=O)NC(=O)C(NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C2CCN=C3C(NC(=O)CCC(=O)O)=Cc4cc(O)c(O)cc4N32)CCCCNC(=O)C(C(C)O)NC1=O
C15719,CC(O)C(NC(=O)C(N)CCCN(O)C=O)C(=O)N(O)CCCC(NC(=O)C(N)CCCN(O)C=O)C(=O)O
C15720,C=CC(C)(CCC=C(C)C)c1ccc2c3c(c[nH]c13)CC(CO)NC(=O)C(C(C)C)N2C
C15721,CC1NC(=O)C(NC(=O)c2cnc3ccccc3n2)COC(=O)C(C(C)C)N(C)C(=O)C2CSSCC(C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)c3cnc4ccccc4n3)C(=O)NC(C)C(=O)N2C)N(C)C1=O
C15722,CSC1SCC2C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)c3cnc4ccccc4n3)C(=O)NC(C)C(=O)N(C)C1C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)c1cnc3ccccc3n1)C(=O)NC(C)C(=O)N2C
C15723,CCC(C)C1NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)C(Cc2ccc(O)cc2)N=CC(CC(C)C)NC(=O)C2CC(C)CN2C(=O)C(CO)NC1=O
C15724,CCC(C)C1NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)C(Cc2ccc(O)cc2)N=CC(Cc2ccccc2)NC(=O)C2CC(C)CN2C(=O)C(CO)NC1=O
C15725,CCC(C)C1NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)C(Cc2ccc(O)cc2)N=CC(Cc2ccc(C)cc2)NC(=O)C2CC(C)CN2C(=O)C(CO)NC1=O
C15726,NC(=O)NCC(NC(=O)C(O)C(O)C(N)C(O)CC(O)C(N)CO)C(N)=O
C15727,CSCC1C(=O)SCC(NC(=O)c2nc3ccccc3cc2O)C(=O)NCC(=O)N(C)C2CSSCC(C(=O)N1C)N(C)C(=O)CNC(=O)C(NC(=O)c1nc3ccccc3cc1O)CSC(=O)C(CSC)N(C)C2=O
C15728,COC1CC(O)C=CC=CC=CC(C)C(C(C)C(O)CC(C)O)OC(=O)C=CC=CC=CC(C)=CC(C)C(OC2OC(C)C(O)C(OC)C2OC)C=CC=Cc2coc(n2)C1C
C15729,COC1C(OC2C=CC=Cc3coc(n3)C(C)C(O)CC(O)C=CC=CC=CC(C)C(C(C)C(O)CC(C)O)OC(=O)C=CC=CC=CC(C)=CC2C)OC(C)C(O)C1OC
C15730,COC1CC(O)C=CC=CC=CC(C)C(C(C)C(O)CC(C)O)OC(=O)C=CC=CC=CC(C)=CC(C)C(OC2OC(C)C(O)C(O)C2O)C=CC=Cc2coc(n2)C1C
C15731,COC1C(O)C(C)OC(OC2C=CC=Cc3coc(n3)C(C)C(O)CC(O)C=CC=CC=CC(C)C(C(C)C(O)CC(C)O)OC(=O)C=CC=CC=CC(C)=CC2C)C1O
C15732,CC1=CC(C)C(OC2OC(C)C(O)C(O)C2O)C=CC=Cc2coc(n2)C(C)C(O)CC(O)C=CC=CC=CC(C)C(C(C)C(O)CC(C)O)OC(=O)C=CC=CC=C1
C15733,COC1CC(O)C=CC=CC=CC(C)C(C(C)C(O)CC(C)O)OC(=O)C=CC=CC=CC(C)=CC(C)C(O)C=CC=Cc2coc(n2)C1C
C15734,CCC(C)C1NC(=O)c2csc(n2)C(C(C)C)NC(=O)C2N=C(OC2C)C(C(C)CC)NC(=O)c2csc(n2)C(C(C)C)NC(=O)C2COC1=N2
C15735,CCC(C)C1NC(=O)c2csc(n2)C(C)NC(=O)C2N=C(OC2C)C(C(C)C)NC(=O)c2csc(n2)C(Cc2ccccc2)NC(=O)C2N=C1OC2C
C15736,CCC(C)C1NC(=O)c2csc(n2)C(C)NC(=O)C2N=C(OC2C)C(CC(C)C)NC(=O)c2csc(n2)C(Cc2ccccc2)NC(=O)C2N=C1OC2C
C15737,CCC(C)C1NC(=O)c2csc(n2)C(Cc2ccccc2)NC(=O)C2N=C(OC2C)C(C(C)CC)NC(=O)c2csc(n2)C(C)NC(=O)C2N=C1OC2C
C15738,CCC(C)C1NC(=O)c2csc(n2)C(C(C)C)NC(=O)C2N=C(OC2C)C(C(C)CC)NC(=O)c2csc(n2)C(C(C)C)NC(=O)C2N=C1OC2C
C15739,CC(C)C1NC(=O)C2N=C(OC2C)C(C(C)C)NC(=O)C2N=C(OC2C)C(C(C)C)NC(=O)C2N=C1OC2C
C15740,CC(C)C1OC(=O)C(C(C)C)N(C)C(=O)C(C(C)C)OC(=O)C(C(C)C)N(C)C(=O)C(C(C)C)OC(=O)C(C(C)C)N(C)C1=O
C15741,C=C(NC(=O)C(=C)NC(=O)C(=C)NC(=O)c1ccc2c(n1)-c1nc(oc1C)C(=C)NC(=O)C(=C)NC(=O)c1nc(oc1C)C(=CC)NC(=O)c1csc(n1)C(OC)NC(=O)c1nc(oc1C)C(=CC(C)O)NC(=O)C(C(C)O)NC(=O)c1csc-2n1)C(N)=O
C15742,CCCCCC(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(CCCNC(=N)N)C(=O)NC2CCC(O)N(C2=O)C(CC(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C(C)C)C(=O)OC1C
C15743,CCC(C)C1NC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)CC)N2C(=O)C(CCC2O)NC(=O)C(CCCNC(=N)N)NC(=O)C(NC(=O)C(O)COS(=O)(=O)O)C(C)OC1=O
C15744,CCC(C)C1NC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)O)N2C(=O)C(CCC2O)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(O)Cc2ccc(O)cc2)C(C)O)C(C)OC1=O
C15745,CCC(C)C1NC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)O)N2C(=O)C(CCC2O)NC(=O)C(CC2C=CC(O)CC2)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(O)Cc2ccc(O)cc2)C(C)O)C(C)OC1=O
C15746,CCC(C)C1NC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)O)N2C(=O)C(CCC2O)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(O)Cc2ccc(O)cc2)C(C)OC1=O
C15747,CCC(C)C1NC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)O)N2C(=O)C(CCC2O)NC(=O)C(CC2C=CC(O)CC2)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(O)Cc2ccc(O)cc2)C(C)OC1=O
C15748,CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(CC(C)C)N2C(=O)C(CCC2O)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(O)Cc2ccc(O)cc2)C(C)OC1=O
C15749,CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(CC(C)C)N2C(=O)C(CCC2O)NC(=O)C(CC2C=CC(O)CC2)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(O)Cc2ccc(O)cc2)C(C)OC1=O
C15750,CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(CC(C)C)N2C(=O)C(CCC2O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(O)Cc2ccc(O)cc2)C(C)OC1=O
C15751,CC(C)CCCCCCCCCCCCC(=O)NCC(=O)NC1C(O)C(O)C(Nc2ncnc3nc[nH]c23)OC1C(O)CO
C15752,C=CCCC1=CCC(OC2OC(C)C(O)C(O)C2O)C(C)C(=O)CC(O)CC(O)CC(O)C=CCC(O)CC(O)CC(O)CC(C=CCC(O)C=CCC(O)CCCN)OC(=O)CCC=CC=CC=CC=CC=CC(C)C(O)C(C)C(O)C=CCC1
C15753,COC1C=CC(C)(O)CCC(=O)OC(C)C(C)CCC=C1C
C15754,CC(C)CCCCCCCCCCCCC(=O)NCC(=O)NC1C(O)C(O)C(Nc2ncnc3nc[nH]c23)OC1C(O)CO
