KEGGid,SMILES_by_CAS
C08187,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(CC=C)C1
C08192,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(N)=N)C(N)=O.CC(O)=O
C08193,[Au+].OC[C@H]1O[C@H]([S-])[C@H](O)[C@@H](O)[C@@H]1O
C08195,CN(C)CCOC(=O)COc1ccc(Cl)cc1
C08197,[Br-].CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C
C08200,CO[S]([O-])(=O)=O.CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C
C08201,[Cl-].CC(=O)OCC[N+](C)(C)C
C08202,[Cl-].CC(C[N+](C)(C)C)OC(N)=O
C08211,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C3\C[C@@H](O)C[C@H](O)C3=C
C08212,[Na+].N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C([O-])=O
C08215,None
C08217,CCC(Cc1c(I)cc(I)c(N)c1I)C(O)=O
C08219,[K+].[I-]
C08230,[OH2-].[Co++].C[C@@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)C2[N--]\C1=C(C)/C3=N\C(=C/C4=N\C(=C(C)/C5=N[C@]2(C)[C@@](C)(CC(N)=O)[C@@H]5CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)C(C)(C)[C@@H]3CCC(N)=O)O[P]([O-])(=O)O[C@H]6[C@@H](O)[C@H](O[C@@H]6CO)n7cnc8cc(C)c(C)cc78
C08233,OC(Cc1cccnc1)([P](O)(O)=O)[P](O)(O)=O
C08234,CO[C@H]1C[C@H](O)O[C@H](C)[C@H]1O
C08235,CO[C@H]1[C@@H](O)[C@@H](C)O[C@@H](O)[C@@H]1O
C08236,OC[C@H]1O[C@@](O)(CO)[C@@H](O)[C@@H](O)[C@@H]1O
C08237,CO[C@H]1C[C@@H](O)O[C@@H](C)[C@@H]1O
C08238,OC[C@H]1O[C@H](OC[C@H]2O[C@H](OC[C@H]3O[C@H](OC[C@H]4O[C@H](OC[C@H]5O[C@H](O[C@]6(CO)O[C@H](CO)[C@@H](O)[C@@H]6O)[C@H](O)[C@@H](O)[C@@H]5O)[C@H](O)[C@@H](O)[C@H]4O)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
C08239,OC[C@H]1O[C@@H](OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
C08240,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
C08241,[Na+].C[C@@H]1O[C@H](O)[C@H](O[C@H]2OC(=C[C@H](O)[C@H]2O)C([O-])=O)[C@H](O)[C@H]1O
C08242,OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@]3(CO[C@H]4O[C@H](O)[C@H](O)[C@H](CO)[C@H]4O)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
C08243,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](CO)O[C@@]2(CO)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@@H](O)[C@@H]1O
C08244,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
C08245,O[C@@H]1CO[C@@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O
C08246,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O
C08247,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
C08248,OC[C@H]1O[C@H](OC[C@H]2O[C@H](OC[C@H]3O[C@@](CO)(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
C08249,None
C08250,OC[C@H]1O[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
C08251,OC[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@H]1O
C08252,OC[C@H]1O[C@H](OC[C@H]2O[C@H](OC[C@H]3O[C@H](OC[C@H]4O[C@H](O[C@]5(CO)O[C@H](CO)[C@@H](O)[C@@H]5O)[C@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
C08253,None
C08254,OC[C@@H](O)[C@@H](O)[C@@](O)(CO)CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
C08255,OC[C@H](O)[C@@H](O)C(O)[C@H](O)[C@H](O)CO
C08257,CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O
C08258,O[C@@H]1C[C@@H](O)[C@H](O)C(O)[C@H]1O
C08259,O[C@@H]1C[C@@H](O)[C@H](O)C(O)[C@@H]1O
C08260,OC[C@@H](O)[C@@H](O)C(O)[C@H](O)[C@H](O)CO
C08261,OC(=O)CCCCCCCC(O)=O
C08262,CC(C)CC(O)=O
C08263,C[N+](C)(C)CCC([O-])=O
C08264,N[C@@H](CNC(N)=O)C(O)=O
C08265,N[C@@H](C[S](=O)CC=C)C(O)=O
C08266,N[C@@H](CCNC(=O)C(O)=O)C(O)=O
C08267,OC(=O)[C@@H]1CCN1
C08268,None
C08269,C[N+]1(C)C[C@H](O)C[C@H]1C([O-])=O
C08270,NOCC[C@H](N)C(O)=O
C08271,N[C@@H](CCC(=O)NC1(O)CC1)C(O)=O
C08272,C(Nc1ncnc2nc[nH]c12)c3occc3
C08273,N[C@@H](CC1=CCC=CC1)C(O)=O
C08275,N[C@@H](CSCSC[C@H](N)C(O)=O)C(O)=O
C08276,CSCCC(O)=O
C08277,OC(=O)CCCCCCCCC(O)=O
C08278,OC(=O)CCCCCCC(O)=O
C08279,C\C=C(/C)C(O)=O
C08280,N[C@@H](CCC(=O)N[C@@H](C[C@@H]1CC1=C)C(O)=O)C(O)=O
C08281,CCCCCCCCCCCCCCCCCCCCCC(O)=O
C08282,OC(=O)CCCCCCCCCCCC[C@H]1CCC=C1
C08283,C[N+]1(C)CCCC[C@H]1C([O-])=O
C08284,N[C@@H](CC(O)CN=C(N)N)C(O)=O
C08285,OCCCCCCC(O)CCCCCCCCC(O)=O
C08286,N[C@@H](C[C@H](O)CCN=C(N)N)C(O)=O
C08287,N[C@@H](C[C@@H]1CC1=C)C(O)=O
C08288,N[C@@H](CCCCC(N)=N)C(O)=O
C08289,N[C@@H](CN1C(=O)NC=CC1=O)C(O)=O
C08290,N[C@@H](Cc1ccnc(N)n1)C(O)=O
C08291,CNC[C@H](N)C(O)=O
C08292,N[C@@H]([C@H]1CC1=C)C(O)=O
C08294,OCC[C@H](NC(=O)C(O)=O)C(O)=O
C08295,C\C=C\[S](=O)C[C@H](N)C(O)=O
C08296,N[C@@H](CN1OC(=O)NC1=O)C(O)=O
C08298,N[C@@H]([C@@H]1CC(=O)NO1)C(O)=O
C08299,CN(C)CCc1c[nH]c2ccc(O)cc12
C08300,C[C@H](N)[C@@H](O)c1ccccc1
C08301,C[C@H](N)C(=O)c1ccccc1
C08302,CN(C)CCc1c[nH]c2ccccc12
C08303,CC(C)=CCN=C(N)N
C08304,CN(C)Cc1c[nH]c2ccccc12
C08305,C\C=N\N(C)C=O
C08306,CCCCCCN
C08307,NC(N)=NCCCCNC(=O)/C=C/c1ccc2O[C@H]([C@H](C(=O)NCCCCN=C(N)N)c2c1)c3ccc(O)cc3
C08308,COc1cc(\C=C\C(=O)NCCCCN=C(N)N)cc2[C@H]([C@@H](Oc12)c3ccc(O)cc3)C(=O)NCCCCN=C(N)N
C08309,COc1ccc2[nH]cc(CCN(C)C)c2c1
C08310,CNCCc1cc(OC)c(OC)c(OC)c1
C08311,NCC1=CC(=O)NO1
C08312,CN(C)CCc1c[nH]c2cccc(O)c12
C08313,Cc1c[nH]c2ccccc12
C08314,CCCCCCCC[C@@H](O)[C@H](O)CCCCCCCC(O)=O
C08315,CCCC\C=C\C=C\C=C/CCCCCCCC(O)=O
C08316,CCCCCCCC\C=C/CCCCCCCCCCCC(O)=O
C08317,OCCCCCCCCCCCC(O)=O
C08318,CCCCC\C=C/C\C=C/[C@H](O)CCCCCCC(O)=O
C08319,CCCC\C=C\C=C\C=C/CCCCC(=O)CCC(O)=O
C08320,CCCCCCCCCCCCCCCCCCCCCCCC(O)=O
C08321,CCCCCCCCC1=C(CCCCCCC(O)=O)C1
C08322,CCCC\C=C/CCCCCCCC(O)=O
C08323,CCCCCCCC\C=C/CCCCCCCCCCCCCC(O)=O
C08324,COC1=CC(=O)N(C)C(O)C1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C#N
C08325,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O[C@@H](C#N)c3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
C08326,O[C@@H]1CO[C@@H](OC[C@H]2O[C@@H](Oc3ccc(/C=C/C(=O)O[C@@H]4CO[C@@H](OC[C@H]5O[C@@H](O[C@H](C#N)c6ccccc6)[C@H](O)[C@@H](O)[C@@H]5O)[C@H](O)[C@H]4O)cc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O
C08327,OC[C@H]1O[C@@H](Oc2ccc(/C=C/C(=O)O[C@@H]3CO[C@@H](OC[C@H]4O[C@@H](O[C@H](C#N)c5ccccc5)[C@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@H]3O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
C08328,OC[C@H]1O[C@@H](O[C@H](C#N)C(=C)CO)[C@H](O)[C@@H](O)[C@@H]1O
C08329,OC[C@H]1O[C@@H](O[C@@]2(CCC=C2)C#N)[C@H](O)[C@@H](O)[C@@H]1O
C08330,OC[C@H]1O[C@@H](Oc2ccc(cc2)C(O)C#N)[C@H](O)[C@@H](O)[C@@H]1O
C08331,OCC1OC(OC2(C=CC(O)C2O)C#N)C(O)C(O)C1O
C08332,CC(C)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C#N
C08333,CC(C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)C#N
C08334,CC[C@@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C#N
C08335,O[C@@H]1CO[C@@H](OC[C@H]2O[C@@H](O[C@@H](C#N)c3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O
C08336,CC[C@@](C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)C#N
C08337,CC(=C)[C@H](O[C@@H]1O[C@H](CO[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)C#N
C08338,CC(=C)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C#N
C08339,OC[C@H]1O[C@@H](O[C@H](C#N)c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
C08340,OC[C@H]1O[C@@H](OC/C=C(/CO)C#N)[C@H](O)[C@@H](O)[C@@H]1O
C08341,OC[C@H]1O[C@@H](OCC2OC2(CO)C#N)[C@H](O)[C@@H](O)[C@@H]1O
C08342,OC[C@H]1O[C@@H](O\C(C#N)=C(CC(O)=O)\C=C/C(O)=O)[C@H](O)[C@@H](O)[C@@H]1O
C08344,OC[C@H]1O[C@@H](O[C@@]2(C[C@@H](O)C=C2)C#N)[C@H](O)[C@@H](O)[C@@H]1O
C08345,OC[C@H]1O[C@@H](O[C@H](C#N)c2cccc(O)c2)[C@H](O)[C@@H](O)[C@@H]1O
C08346,None
C08347,None
C08348,O[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O
C08349,N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
C08350,None
C08351,None
C08352,C[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
C08353,None
C08354,OC[C@]1(O)OC[C@@H](O)[C@H]1O
C08355,OC[C@H]1OC(O)(CO)[C@@H](O)[C@H](O)[C@@H]1O
C08356,None
C08357,None
C08358,None
C08359,None
C08362,CCCCCC\C=C/CCCCCCCC(O)=O
C08363,CCCCCCCCCCC\C=C/CCCCC(O)=O
C08364,CCCC/C=C\C=C\C=C/CCCCCCCC(O)=O
C08365,CCCCCC[C@@H](O)C\C=C/CCCCCCCC(O)=O
C08366,CCCCCCCCC1=C(CCCCCCCC(O)=O)C1
C08367,CCCCCC/C=C/CCCCCCCCCC(O)=O
C08368,CCCCC[C@@H]1O[C@@H]1C\C=C/CCCCCCCC(O)=O
C08369,C=CCSSCC=C
C08370,C=CCSCC=C
C08371,CSSC
C08372,CSSSC
C08373,CCCSSCCC
C08374,CCCCCCCCCCCC
C08375,CC/C=C\C\C=C/C/C=C\CCO
C08376,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
C08377,CCCCCCCCCCCCCCCC(=O)CC(=O)CCCCCCCCCCCCC
C08378,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO
C08379,CCCCCCCCCCCCCCCC(=O)CCCCCCCCCCCCCCC
C08380,CCCCCC(C)=O
C08381,CCCCCCCCCCCCCCCCCCCCCCCCCCO
C08382,C1SSCSSS1
C08383,CSSCC=C
C08384,CCCCCCCCCCCCCCCCCCCCCCCCCCCCC
C08385,CCCCCCCCCCCCCCCCCCC[C@H](O)CCCCCCCCC
C08386,CCCCCCCCCCCCCCCCCCCC(=O)CCCCCCCCC
C08387,CCCCCCCCCCCCCCCCCCCCCCCCCCCCO
C08388,CCCCCCCCCCCCCCC
C08389,CCC=[S]=O
C08390,CCCS
C08391,CC(C)S
C08392,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO
C08393,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
C08394,CCCCCCCCCCCCCCCC(=O)CC(=O)CCCCCCCCCCCCCCC
C08395,CC\C=C\C=C\C#CC#C/C=C/C
C08396,CCCC#CC#CCC/C=C/C=C/C(=O)NCC(C)C
C08397,C=CC#Cc1sc(cc1)c2sccc2
C08398,CC#CC#CC(=O)c1ccccc1
C08399,C(C#Cc1occc1)c2ccccc2
C08400,C[S](=O)CCCCC\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
C08401,CSCCCCC\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
C08402,CCCC(O)\C=C\C=C\C=C\C#CC#CCCCO
C08403,OC[C@H]1O[C@@H](SC(/CCCC=C)=N/O[S]([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O
C08404,C\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
C08405,C[S](=O)(=O)CCC\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
C08406,None
C08407,None
C08408,CC(C)(O)C\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
C08409,CSCCCC\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
C08410,None
C08411,C[S](=O)CCC\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
C08412,CSCCC\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
C08413,None
C08414,COc1cccc(C\C(S[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=N/O[S]([O-])(=O)=O)c1
C08415,OC[C@H]1O[C@@H](SC(/CCC=C)=N/O[S]([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O
C08416,OC[C@H]1O[C@@H](SC(/C[C@@H](O)CC=C)=N/O[S]([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O
C08417,OC[C@H]1O[C@@H](SC(/CCc2ccccc2)=N/O[S]([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O
C08418,CC(C)\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
C08419,C[S](=O)CCCC\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
C08420,None
C08422,None
C08423,COc1cccc2[nH]cc(C/C(S[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=N/O[S]([O-])(=O)=O)c12
C08424,COn1cc(C/C(S[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=N/O[S]([O-])(=O)=O)c3ccccc13
C08425,OC[C@H]1O[C@@H](SC(/C[C@@H](O)C=C)=N/O[S]([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O
C08426,COc1cc(/C=C/C(=O)OCC[N+](C)(C)C)cc(OC)c1O.OC[C@H]2O[C@@H](SC(/Cc3ccc(O)cc3)=N/O[S]([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]2O
C08427,[K+].OC[C@H]1O[C@@H](SC(/CC=C)=N/O[S]([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O
C08428,OC[C@H]1O[C@@H](SC(\Cc2cn(c3ccccc23)[S]([O-])(=O)=O)=N/O[S]([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O
C08429,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P](O)(O)=O)N2C=CC(=N)C(=C2)C(O)=O
C08430,NC1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=O)NC(=O)N1
C08431,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO)C[C@H]3O
C08432,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC(=O)N1
C08433,COC(=O)C1=C2Nc3ccccc3[C@@]24CCN5[C@@H]6O[C@]78[C@H]9C[C@]%10%11CCO[C@H]%10CCN%12CC[C@]7([C@H]%11%12)c%13cccc(OC)c%13N8C[C@]6(C9)[C@@H]%14OCC[C@]%14(C1)[C@@H]45
C08434,CNc1ncnc2nc[nH]c12
C08435,CC(C)=CC[n+]1cnc(N)c2[nH]cnc12
C08437,NC1=NC(=O)C(=C(N)N1)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O
C08438,CCC(C)C1NC(=O)CNC(=O)C2Cc3c([nH]c4cc(O)ccc34)[S](=O)CC(NC(=O)CNC1=O)C(=O)NC(CC(N)=O)C(=O)N5CC(O)CC5C(=O)NC(C(C)C(O)CO)C(=O)N2
C08439,C[C@H](O)[C@H]1NC(=O)[C@H](C)NC(=O)[C@H](C[C@@](C)(O)CO)NC(=O)[C@@H]2Cc3c([nH]c4ccccc34)SC[C@H](NC1=O)C(=O)N5C[C@@H](O)C[C@H]5C(=O)N[C@@H](C)C(=O)N2
C08440,C[C@H](NC(=O)[C@@H](N)CCCN[P](N)(=N)N[S](O)(=O)=O)C(=O)N[C@@H](CCCN=C(N)N)C(O)=O
C08441,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)CNC(=O)/C(=C/c2ccccc2)N(C)C1=O
C08442,CC[C@@]1(C)Oc2cc([C@@H](O)[C@H](NC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]1C(=O)NCC(O)=O)c(cc2O)[S@](=O)C[C@@H](O)C[C@H](N)C(O)=O
C08443,CC(C)[C@H]1OC2=C(C[C@H](NC(=O)\C(NC(=O)[C@H]1NC(=O)[C@@H](NC(=O)[C@H](CC(C)C(Cl)Cl)NC(=O)C(O)O)[C@H](O)CCCN)=C/Cl)C(O)=O)C(=O)C(O)C2
C08445,C=CCCCCC\C=C/CC#CC#CC(=O)C=C
C08446,COC(=O)\C=C\C#CC#CC#CC
C08447,C\C=C\C#CC#CC#CC#C[C@@H](O)CO
C08448,CC(=C)C#Cc1cc(C=O)ccc1O
C08449,CCCCCCC\C=C/[C@H](O)C#CC#C[C@H](O)C=C
C08450,CCCCCCC\C=C/CC#CC#C[C@H](O)C=C
C08451,CCCCCCC\C=C/CC#CC#CC(=O)C=C
C08452,CC#CC#C/C=C/[C@@H]1OCCC[C@H]1O
C08453,CCCC#CC#C/C=C/C(=O)OC
C08454,CCCCCC#C/C=C/C=C/CC/C=C/C(=O)NCC(C)C
C08455,CC#CC#C\C=C1\OC2(OC=CC2O)C=C1
C08456,CC#CC#CC#Cc1ccccc1
C08457,C\C=C\C#CC#Cc1ccccc1
C08458,C/C=C/C#CC#CC#C/C=C/[C@H](O)CO
C08459,CCCCCCCCC#CCCCCCCCC(O)=O
C08460,s1cccc1c2sc(cc2)c3sccc3
C08461,CC#CC1=CC=C(SS1)C#CC#CC=C
C08462,CC#CC#CC1=CC=C(SS1)C#CC=C
C08463,C#CC#CC#C
C08464,CC#CC#CC#CC#CC#CC=C
C08465,CC\C=C/C#CC(=O)c1oc(\C=C\C(=O)OC)cc1
C08466,CC\C=C/C#CC(=O)c1oc(/C=C/C(O)=O)cc1
C08467,CCCCCCCCCC[C@@H](O)[C@H]1CC[C@@H](O1)[C@H]2CC[C@@H](O2)[C@H](O)CCCCCCCCCC[C@H](O)CC3=C[C@H](C)OC3=O
C08468,C[C@@H](C(=O)OC[C@@H](O)[C@H](O)[C@H](O)CO)c1c[nH]c2ccccc12
C08469,COc1cccc2c1cc(c3c(cc4OCOc4c23)C(O)=O)[N+]([O-])=O
C08470,CCCCCCCCCC[C@H](O)[C@H]1CC[C@@H](O1)[C@H]2CC[C@@H](O2)[C@H](O)CCCCCCCCCC[C@@H]3C[C@@H](CC(C)=O)C(=O)O3
C08471,CC[C@H]1CC[C@@]2(CCCO2)O1
C08472,OC(=O)c1cc(O)ccc1NC(=O)/C=C/c2ccc(O)cc2
C08473,O[C@H]1[C@H](O)[C@@H](COC(=O)CC[N+]([O-])=O)O[C@@H](OC(=O)CC[N+]([O-])=O)[C@@H]1O
C08474,O[C@H]1O[C@H](COC(=O)CC[N+]([O-])=O)[C@@H](O)[C@H](O)[C@H]1OC(=O)CC[N+]([O-])=O
C08475,OC(=O)CC[C@@]1(N[C@@H](Cc2[nH]cnc12)C(O)=O)C(O)=O
C08476,OC(=O)C1=CC(=O)C=C(O1)C(O)=O
C08477,Oc1ccc2C(=O)OC(=Nc2c1)c3ccccc3
C08478,OC(=O)c1ccc(O)cc1Nc2cc(O)ccc2C(O)=O
C08480,None
C08481,OC[C@H]1O[C@@H](Oc2c[nH]c3ccccc23)[C@H](O)[C@@H](O)[C@@H]1O
C08482,CC\C=C/C[C@@H]1[C@@H](O)CC[C@@H]1CC(O)=O
C08483,CCC[C@H]1[C@H](O)C(=O)C[C@H](O)\C(CC2=C1C(=O)OC2=O)=C/C
C08484,CCCCCCCCCCCC\C=C/CCC1OC1CCCCCCCCCCCCC2=CC(C)OC2=O
C08485,COc1ccc(CCC2=CC(=O)c3ccccc3O2)cc1
C08486,CCCCC\C=C/C=C/C(=O)OCC
C08487,CCOC(=O)C(/C)=C/C
C08488,CCCCCCCCCC\C=C/CCC(O)C(O)CC\C=C/CC[C@H](O)CCCCCC(O)CC1=CC(C)OC1=O
C08489,CCCC(=O)OCC\C=C/C=C
C08490,CC\C=C/CC1=C(C)CCC1=O
C08491,CC\C=C/C[C@@H]1[C@H](CCC1=O)CC(O)=O
C08492,CC\C=C/CCO
C08493,O=Cc1c[nH]c2ccccc12
C08494,OC[C@@]1(O)OC([C@@H](O)[C@@H]1O)C(=O)Oc2c[nH]c3ccccc23
C08495,O[C@H]1[C@H](O)[C@@H](OC(=O)CC[N+]([O-])=O)[C@@H](O[C@@H]1COC(=O)CC[N+]([O-])=O)OC(=O)CC[N+]([O-])=O
C08496,NC(=O)CNC(CN[C@@H](CC(O)=O)C(O)=O)C(O)=O
C08497,CCC/C=C/C=O
C08498,C[C@@H](C=O)[C@@H]1CC[C@](C)(O1)C=C
C08499,CC\C=C/CC\C=C\C=O
C08501,CCCCC[C@H]1CCC(=O)O1
C08502,C[C@H]1CC=CC(=O)O1
C08503,CCCC1OC(=O)C(CC\C=C\C(O)C1O)OC(=O)/C=C/C=C/C
C08504,C[N+](=O)[N-]CO[C@@H]1O[C@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
C08505,CCCCCCCCCCC(O)C1CCC(O1)C(O)CCC(O)C2CCC(CCCCCCCC(O)CC3=CC(C)OC3=O)O2
C08506,COn1cc(CNC(=S)SC)c2ccccc12
C08507,OC[C@H]1O[C@@H](OCCC[N+]([O-])=O)[C@H](O)[C@@H](O)[C@@H]1O
C08509,CCCC1C/C=C/[C@@H](O)CCCC(=O)O1
C08510,COc1ccc(CCC(CCCN=CN)N=CN)cc1OC
C08511,CC[C@H](C)[C@@H]1NC(=O)C(C(C)=O)C1=O
C08512,OC[C@H]1O[C@@H](OC[C@H]2OC(=O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O
C08513,CC(=O)O[C@@H]1CC=C2CCN3Cc4cc5OCOc5cc4[C@H]1[C@@H]23
C08514,COc1c2CN3CC[C@]4([C@H](O)C[C@@H](C[C@@H]34)OC(C)=O)c2cc5OCOc15
